nombre;latitud;longitud;
PATOLOGAS AS S.A.C.;-12.0904391;-77.0334453;
CIRUGIA LAPAROSCOPICA E.I.R.LTDA;-12.0904391;-77.035634;
CENTRO MÉDICO ANTROPOSÓFICO;-12.09090604;-77.03908927;
CLINICA JAVIER PRADO - 12633;-12.0911891;-77.0284586;
SERVICIOS MEDICO DE LA MUJER Y EL NIÑO;-11.897433;-77.038293;
CONSULTORIO MI JESUS PARA TI;-11.92308286;-77.07349994;
CEREBRO  -  DOLOR  --  COLUMNA;-11.9268006;-77.0751538;
POLICLINICO PRO - LIMA UBAP LOS OLIVOS;-11.9271375;-77.074471;
GASTRODAC E.I.R.L.;-11.9299805;-77.053541;
POLICLINICO PARROQUIAL SAN CONRADO;-11.93315167;-77.08026988;
POLICLINICO PRO;-11.9333826;-77.0798139;
CORPORACIÓN MEDICAL VISIÓN;-11.93352333;-77.07495441;
ODONTOLIS;-11.93581858;-77.07690976;
Doct Oral;-11.93589458;-77.07566063;
REHABILITA CENTRO DE TERAPIA INTEGRAL;-11.93592516;-77.07684328;
dental karisma;-11.9369455;-77.0723637;
Centro de Terapia Física Integral Netania;-11.93721343;-77.08013017;
proboca sonreir;-11.9374481;-77.0725883;
CONSULTORIO GINECO OBSTETRICO LOAYZA;-11.9376054;-77.072577;
OFTALMOLOGIA LANDA;-11.9376425;-77.073199;
CONSULTORIO ODONTOLOGICO PRODENTIX;-11.93764415;-77.07915884;
YOSMEDIC;-11.9377133;-77.0753224;
BREVET MEDIC;-11.9385008;-77.0763275;
LABORATORIO CLÍNICO ROE;-11.93954101;-77.07203752;
DR. SONRISA SEDE PRO;-11.93992647;-77.0720831;
CONSULTORIO ODONTOLOGICO HEALTHY SMILES;-11.94344314;-77.07330621;
MEBEGASTRO;-11.94353882;-77.07442279;
ODONTO RED;-11.94786217;-77.07802153;
odonto REDS;-11.9481772;-77.0785696;
AMERICA DENTALS;-11.9482361;-77.07964829;
CENTRO TERAPEUTICO ESPECIALIZADO BIENESTAR;-11.9484055;-77.0769932;
CENTRO DE SALUD RIO SANTA;-11.948639;-77.077903;
MOTIVA KIDS;-11.9497899;-77.0782096;
I.E. 2024 (Alberto Fujimori Fujimori);-11.9505867;-77.0817567;
LOS OLIVOS DE PRO;-11.9510556;-77.0843759;
CENTRO MATERNO INFANTIL JUAN PABLO II;-11.95309937;-77.07798163;
AMERICA MEDILAB;-11.9547662;-77.0779244;
Universidad Cesar Vallejo - Lima Norte;-11.95524133;-77.06846977;
RENACER CELULAS MADRE;-11.9561417;-77.0598909;
CLINICA AVIVA SEDE MENDIOLA;-11.9564535;-77.0696053;
CENTRO DE SALUD ENRIQUE MILLA OCHOA;-11.9565532;-77.0822282;
CONSULTORIO ODONTOLÓGICO DIAL DENTAL;-11.95704637;-77.07295216;
CONSULTORIO ODONTOLOGICO HISPANO DENT;-11.957811;-77.0751742;
ARCANGEL;-11.9578549;-77.0788136;
OR-Dent Consultorio Odontológico;-11.9579756;-77.07892625;
Consultorio medico La Mano de Dios;-11.9586952;-77.0756942;
POLICLINICO CRISTO VIENE S.A.C.;-11.9590616;-77.07163251;
CESMED Lima Norte;-11.9593005;-77.0760254;
GLOBAL MEDICAL CENTRO MEDICO & SALUD OCUPACIONAL;-11.9593005;-77.0760254;
"LABORATORIO CLINICO Y MICROBIOLOGICO ""LABSERVICES""";-11.9593005;-77.0760254;
ODONTO FRIENDS D & M S.A.C.;-11.959327;-77.0742818;
LABORATORIOS LABMEDIC;-11.95937519;-77.07308318;
GYNEMEDIC NORTE;-11.9594023;-77.0760457;
CENTRO DE SALUD SAN MARTIN DE PORRES CONFRATERNIDAD;-11.9597024;-77.0802984;
CONSULTORIO ODONTO-ESTETIC;-11.9600435;-77.0761367;
FESALUD;-11.9644635;-77.0687766;
INKAMAY SALUD OLIVOS;-11.9646817;-77.0687176;
DR CALDERON ESPECIALISTA EN ALERGIAS Y ASMA;-11.96546254;-77.06410152;
POLICLINICO VILLASOL-UBAP LOS OLIVOS;-11.9665848;-77.0727503;
STEAM MEDICAL PERU S.A.C;-11.966759;-77.0634425;
FISIOMÉDICA;-11.96679976;-77.07055235;
TU SONRISA;-11.96726932;-77.0705197;
CLINICA MARIA SRL;-11.9694263;-77.087022;
FISIOTERAPIA BE GOOD;-11.96946041;-77.07731286;
odontologia integral ysla;-11.97003967;-77.07951671;
CENTRO DE SALUD LAURA CALLER;-11.970078;-77.0776032;
ROAL LABORATORIOS S.A.C;-11.9705363;-77.077756;
POLICLINICO LAURA CALLER IBERICO;-11.970894;-77.0779139;
CONSULTORIO MEDICO ROAL;-11.97101363;-77.07819856;
CENTRO DE SALUD VILLA DEL NORTE;-11.9710213;-77.0694925;
MARIZAM SALUD;-11.97159613;-77.07060254;
CONSULTORIO MÉDICO OBSTÉTRICO KELMEDIC;-11.9717714;-77.06884911;
POLICLINICO  ROMA SOCIEDAD ANONIMA CERRADA;-11.97181391;-77.06935263;
Concultorio Odontologico KARIDENT;-11.9718962;-77.069298;
CENTRO DE TERAPIA FISICA Y REHABILITACION QUIROFISIO;-11.9719305;-77.0716091;
MATERNITY CENTER;-11.9722855;-77.0723383;
DENTI SMILE;-11.9731091;-77.0725807;
MEDICAL SANTA ROSA;-11.9732229;-77.0690979;
CENTRO MEDICO MEDI SALUD;-11.9744362;-77.0607211;
CONSULTORIO MATERNIDAD Y SALUD;-11.9755493;-77.0825997;
CONSULTORIO PSICOLOGICO INFANTIL DESCUBRIENDO;-11.9757183;-77.0724626;
AVENTADOR SAC;-11.975851;-77.060466;
POLICLINICO EL OLIVO;-11.975855;-77.085226;
F P dental;-11.976002;-77.081157;
MATER SALUD;-11.9761335;-77.0827264;
Creciendo Juntos;-11.9764974;-77.07021;
LABSERVICES;-11.9768864;-77.0637235;
HOSPITAL MUNICIPAL LOS OLIVOS;-11.97723;-77.0656159;
CENTRO DE SALUD MENTAL COMUNITARIO ILLARIMUN (AMANECER);-11.9773149;-77.0810609;
DENT SALUD;-11.97748163;-77.0786444;
ToohtSmile Consultorio  Odontología;-11.97758374;-77.08345301;
ORASBRACKETS;-11.9776423;-77.0834578;
SERVICIOS MÉDICOS MARIA FERNANDA;-11.97781;-77.078898;
MULTIDENT HUANDOY;-11.9779209;-77.08360053;
CONSULTORIO MEDICO MADRE NIÑO;-11.977946;-77.071742;
GIODENTAL;-11.978212;-77.0780258;
BIOLAB & INMUNOMED;-11.9783065;-77.070837;
Juegos Sonrisas y Colores;-11.97877091;-77.08152024;
SISOL SALUD LOS OLIVOS;-11.97944402;-77.07706667;
CONSULTORIO MÉDICO NISSI CONSULTING;-11.9801472;-77.07707471;
BIOSONRISAS  ABAD;-11.98047004;-77.07220593;
CONSULTORIO MEDICO DENTAL MARIA AUXILIADORA;-11.98084868;-77.06676727;
CONSULTORIO DENTAL MARIETS;-11.98098262;-77.06638885;
POLICLINICO PARROQUIAL JUAN PABLO II;-11.98134889;-77.07318015;
ARIDENT;-11.98157847;-77.07885302;
CENTRO DE SALUD CARLOS CUETO FERNANDINI;-11.9816226;-77.0716913;
MEDICENTRO DR. ALEX E. CCACHURA;-11.98209929;-77.07788742;
CENTRO DE SALUD SAGRADO CORAZÓN DE JESÚS;-11.9821913;-77.0762076;
FAMYLAB;-11.98277;-77.0718924;
CONDUCTORES SALUDABLES SAC;-11.98358205;-77.076892;
MEDILAB EXPRESS;-11.98415107;-77.07057572;
ZOEDENT;-11.98445735;-77.0673007;
CONSULTORIO DENTAL SANDAV;-11.98446067;-77.06743754;
CONSULTORIO PETIT SAINS;-11.98447157;-77.06736288;
Z Y M DENTAL;-11.9846673;-77.0719852;
SANTA MARIA SALUD;-11.9882166;-77.0673602;
Parque Nº 1 Las Palmeras;-11.9885823;-77.0722319;
ADLER-LAB;-11.9891627;-77.0722372;
Family Dent;-11.98960537;-77.06483675;
CLINICA DEL NORTE;-11.9896079;-77.08108;
"CENTRO ESPECIALIZADO DE DIAGNOSTICO ""PAOLSA""";-11.9899071;-77.0651166;
ONCOMUJER;-11.98992182;-77.07165947;
ECOFEM;-11.99020137;-77.07195438;
SALUD VIAL SEDE LOS OLIVOS;-11.99025385;-77.08188928;
CONSULTORIO INNOVAMED;-11.99026759;-77.06754626;
PROGENIE ADN;-11.9903356;-77.0708881;
ODAM ODONTOLOGIA;-11.9903486;-77.0654843;
CONSULTORIO GINECO- OBSTETRICO;-11.9903965;-77.0657891;
BREVETE & SALUD AT S.A.C.;-11.9904175;-77.0823388;
CONSULTORIO OBSTETRICO LUZ DE MARIA;-11.9905191;-77.069816;
SUIZA LAB;-11.9905259;-77.0678643;
DR SONRISA;-11.990575;-77.069835;
Dr Sonrisa;-11.990575;-77.069835;
creciendo sanos y felices;-11.99058401;-77.07483871;
CONSULTORIO OBSTETRICO NIÑO JESUS;-11.9906182;-77.0695164;
MEDLAB MIEMBRO DEL GRUPO SYNLAB;-11.9906211;-77.0674038;
OFTALMIC LASER;-11.9907025;-77.07005537;
DERMA QUATTRO S.A.C.;-11.990766;-77.0706632;
SAN FLORENCIO EN EL CIELO SAC;-11.990769;-77.070368;
SEDIMEDIC;-11.9908421;-77.0718836;
CONSULTORIO  DE DIAGNÓSTICO GINECÓLOGO-OBSTETRICO DON BOSCO;-11.9908473;-77.0643987;
CONSULTORIO DENTAL IMPRHO;-11.9908778;-77.0646719;
DOCTOR SONRISA;-11.9909582;-77.068366;
CONSULTORIO MEDICO SAN BARTOLOME;-11.99099373;-77.07199997;
MEDICINA VIAL;-11.9910336;-77.0712592;
CENTER FAMILY DENT CONSULTORIO DENTAL;-11.9910857;-77.0692183;
ELIZIN KIDS;-11.9910858;-77.0688745;
CLINICA CORI;-11.99115958;-77.07320308;
SERVICIOS MÉDICOS & DERMATÓLOGOS ASOCIADOS;-11.9912183;-77.0736034;
CONSULTORIO MEDICO DE LABORATORIOS ROE;-11.99122461;-77.07767285;
CONSULTORIO PSICOLOGICO;-11.99123117;-77.06998698;
GRUPO DRIVER AMERICA SAC;-11.9912456;-77.07383595;
"LABORATORIO CLÍNICO Y MICROBIOLOGICO ""LABSERVICES""";-11.99125697;-77.07939384;
CONCEBIR LOS OLIVOS;-11.9912717;-77.0785292;
Centro Medico Pediatrico;-11.99130332;-77.07715786;
CERMAX;-11.9913294;-77.07760376;
LE´PARIS MEDICINA & BELLEZA;-11.99135232;-77.07248464;
CONSULTORIO DENTAL DRA. RODRIGUEZ;-11.99135579;-77.06783987;
OFTALMOSALUD;-11.99138124;-77.07712787;
QUALAB;-11.9913842;-77.0749877;
DRA.ROCIO RAMIREZ;-11.9913849;-77.0762671;
CARDIOLOGIA DR. SANDOVAL;-11.9913969;-77.074595;
CONCEBIR LOS OLIVOS;-11.9914012;-77.0759519;
SALUD & VISION;-11.9914118;-77.0749044;
CLINICA MUNDO SALUD SAC;-11.9914139;-77.076977;
DAS LEBENS E.I.R.L.;-11.9914375;-77.075987;
optica optosalud;-11.9914408;-77.072818;
CLINICA SAN BARTOLOME;-11.991493;-77.075591;
MEDICAL IMAGES S.A.C.;-11.9915158;-77.0678711;
Explanada de la Municipalidad de Los Olivos;-11.9915839;-77.07101921;
INPPARES LOS OLIVOS;-11.9916372;-77.0679598;
CONSULTORIO ODONTOLOGICO MHA;-11.9916609;-77.072861;
HIGUERETA;-11.9918231;-77.0781706;
CORPORACION SEGMED S.A.C.;-11.9919239;-77.0748239;
SOLIDARIO;-11.99194439;-77.0716965;
odontoz prime;-11.9919615;-77.0758431;
Dr. Manuel Silva Ortodoncia y Alta Estetica;-11.99196973;-77.07517437;
OFTALMEDICA;-11.99235063;-77.07134336;
DENTAL NEW STHETIC;-11.9923923;-77.0716833;
DENTAL J&L;-11.99241707;-77.06424437;
LABORATORIO KADILAB;-11.9924652;-77.0716631;
ASTODENT;-11.992668;-77.071612;
ASTODENT;-11.992668;-77.071612;
CENTRO DE SALUD LOS OLIVOS;-11.99289373;-77.06562916;
FAMIDENTAL;-11.99334454;-77.07223467;
A.D.A ASOCIADOS ESPECIALES EN NEURODESARROLLO;-11.99335241;-77.07492358;
DENTAL CARDOSO;-11.9935328;-77.0719008;
NOVADENTAL;-11.994242;-77.0702161;
NEFROVIDAD LA FLORIDA S.A.C.;-11.99444516;-77.08350933;
dental karisma;-11.9949573;-77.0770525;
DENTO SONRISAS;-11.99508139;-77.07779086;
MULTILAB;-11.9951423;-77.0795019;
CIO CONSULTORIO INTEGRAL ODONTOLOGICO;-11.99548019;-77.08124287;
CENTRO QUIROPRACTICO ANGLO AMERICANO;-11.9954951;-77.0812836;
ODONTOZ PRIME MAYOLO;-11.9955248;-77.0800465;
CENTRO ODONTOLOGICO AMERICANO - LOS OLIVOS;-11.9956326;-77.0803561;
VINALI;-11.9957122;-77.0803021;
POLICLINICO SAN FRANCISCO;-11.9959991;-77.082293;
DENTOLIVOS;-11.9960078;-77.0803765;
UNIDAD ONCOLOGICA MOLECULAR PERUANA;-11.9973396;-77.0841961;
ADIP CONSULTING S.A.C.;-11.99800347;-77.07450626;
TU BREVETE.COM;-12.00125214;-77.06257871;
CONDUCTORES SALUDABLES S.A.C.;-12.00174012;-77.08316333;
DENTAL VILLA SONRISAS;-12.00190613;-77.08316322;
BIOLABOR;-12.0045751;-77.0674843;
TRÉBOL RED NACIONAL DE SALUD OCUPACIONAL;-12.0049108;-77.0627757;
Dental Karisma;-12.0050567;-77.0668407;
Dra. Alvarez Consultorio Odontológico Especializado;-12.00543934;-77.06230111;
ARTDENTAL;-12.00555521;-77.06769366;
ODONTOLIS;-12.0059971;-77.07298232;
CONSULTORIO DENTAL GARCIA;-12.00611895;-77.07719753;
multident;-12.00621853;-77.06211603;
BELLEZA PERUANA;-12.0062199;-77.0719445;
CONSULTORIOS EXTERNOS PRIMAVERA;-12.0062665;-77.070837;
DENTI ALFA;-12.00633659;-77.06956721;
DIALISIS LOS OLIVOS;-12.00645874;-77.06351402;
SERVICIOS DE SALUD & LICENCIAS S.A.C.;-12.0064673;-77.0751863;
AMERICANO DENTAL ESPECIALIDADES ODONTOLÓGICAS;-12.00653676;-77.07689984;
POLICLINICO PARROQUIAL INMACULADA CONCEPCION;-12.0066874;-77.0687243;
INTEGRA SALUD OCUPACIONAL;-12.007004;-77.0582257;
ESQUIDENT;-12.00729156;-77.0763076;
CONSULTORIO ODONTOLOGICO SONRISAS;-12.0074241;-77.0687908;
POLICLINICO EL TREBOL-UBAP LOS OLIVOS;-12.0079352;-77.0725491;
CLINICA MEDICA PRIMAVERA;-12.0086397;-77.0757266;
BEST SERVICE;-12.00884993;-77.05639756;
CENTRO DE SALUD PRIMAVERA;-12.0092839;-77.07378;
CONSULTORIO DENTAL SONRISAS Y DETALLES;-12.01127404;-77.07053281;
RAPIBREVETES;-12.0117944;-77.074807;
CEDIPTEL;-12.037996;-76.9915882;
POLYDENT;-12.03852544;-77.05764211;
dental ardent;-12.0502081;-77.053568;
CENTRO VETERINARIO Y ZOONOSIS;-11.65613;-76.51816;
SAN ANTONIO DE PEDREGAL;-11.9214709;-76.7128534;
MOYOPAMPA;-11.9246888;-76.6847591;
CONSULTORIO MÉDICO ENEL;-11.9283134;-76.6887331;
PABLO PATRON;-11.930408;-76.686205;
SANTA LUCIA CONSULTORIOS;-11.93194872;-76.69189773;
CONSULTORIOS SAN ANTONIO;-11.93344302;-76.69272092;
CONSULTORIO DENTAL VIOLETA PARRA;-11.93376774;-76.69355638;
MARISCAL CASTILLA;-11.933911;-76.685491;
HOSPITAL DE MEDIANA COMPLEJIDAD JOSE AGURTO TELLO;-11.93419549;-76.69349468;
CONSULTORIO MEDICO;-11.93441792;-76.69386372;
GUIDENT;-11.93563357;-76.69384337;
CHOSICA;-11.9358106;-76.69714449;
SEÑOR DE LOS MILAGROS;-11.9358566;-76.714793;
SMILES;-11.93599571;-76.69366769;
ORALDENT;-11.9364351;-76.6966627;
JUAN GOMEZ SANDOVAL CONSULTORIOS MÉDICOS;-11.93666202;-76.69603051;
DENTAL PROVIDENCIA;-11.93689586;-76.6948323;
CONSULTORIO DENTAL LA FAMILIA;-11.937305;-76.6952737;
SERVILAB CONSULTORIOS MEDICOS;-11.93761223;-76.69512279;
Consultorios servisdent;-11.93795313;-76.69709402;
CENTRO INTERAMERICANO DE FISIOTERAPIA - FISIO EXPRESS;-11.93822829;-76.69961173;
CENTRO REFERENCIAL ESPECIALIZADO EN REHABILITACION Y TERAPIA FISICA DE CHOSICA;-11.9383224;-76.6961291;
CLINICA MADRE ZORAIDA;-11.93860918;-76.69931622;
DENTAL BELEN CREANDO SONRISAS;-11.9390218;-76.6990044;
POLICLINICO CHOSICA - ESSALUD;-11.9391839;-76.6995494;
CONSULTORIOS MÈDICOS ROSALES;-11.940837;-76.702684;
Estadio Municipal de Chosica;-11.94148601;-76.69588549;
CONSULTORIOS SERVISDENT;-11.941537;-76.7123587;
NICOLAS DE PIEROLA;-11.941713;-76.709975;
MEDICO DE GUARDIA SAC;-11.94390103;-76.70928784;
SANIDAD DE LA ESCUELA DE LA SUPERVIVENCIA EN LA MONTAÑA - ESMON;-11.9451442;-76.7160503;
ODONTOCRUCES;-11.9451467;-76.71325;
YANACOTO;-11.948348;-76.729942;
SANTA MARIA DE HUACHIPA;-11.9513258;-76.7318135;
VILLA  DEL SOL;-11.96432;-76.9343332;
CHACRASANA;-11.9645419;-76.7507037;
VILLA LETICIA DE CAJAMARQUILLA;-11.9662957;-76.8833177;
ALTO HUAMPANI;-11.970689;-76.76848;
CONSULTORIOS MEDICOS GIRASOLES;-11.97588875;-76.78642786;
NIEVERIA DEL PARAISO;-11.976816;-76.907971;
CASA HUERTA LA CAMPIÑA;-11.9768397;-76.9175274;
JICAMARCA;-11.9807667;-76.9427212;
VIRGEN DEL CARMEN - LA ERA;-11.9846891;-76.8374379;
CONSULTORIO ODONTOLÓGICO SAN JOSE DENT;-11.98498995;-76.83172377;
Loza Deportiva Valle Triunfo;-11.98535856;-76.94972662;
LOZA DEPORTIVA VALLE TRIUNFO;-11.9853586;-76.9497266;
Ie Manuel Fernando Cabrel Nicho  - Cajamarquilla;-11.9866434;-76.89901664;
Centro Comunitario de Villa Leticia de Cajamarquilla;-11.9874363;-76.8991041;
VILLA MERCEDES;-11.9880775;-76.8987606;
CONSULTORIO ODONTOLÓGICO;-11.989087;-76.839662;
CONSULTORIOS MEDICOS GOOD HOPE;-11.989087;-76.839662;
TERRAZOS DENT;-11.9934697;-77.0483464;
CONSULTORIO MEDICO UPEU;-11.9941705;-76.8423249;
SAGRADO CORAZON DE JESUS SERVICIOS MEDICOS ESPECIALIZADOS;-11.99681034;-76.85384203;
ALTO PERU;-12.000425;-76.924188;
VIRGEN DEL ROSARIO CARAPONGO;-12.0021766;-76.8756992;
POLICLINICO VERITAS;-12.00241569;-76.87175966;
CONSULTORIO ODONTOLOGICO DENTALI;-12.0032563;-76.9179994;
INNOVA DENTAL;-12.00344571;-76.87573407;
CORVEL, FISIOTERAPIA & REHABILITACION;-12.00357096;-76.87564354;
ODONTOLOGIA INTEGRAL VEGA DENT;-12.0036186;-76.87495685;
CONSULTORIO PSICOLOGICO;-12.00377274;-76.87517814;
SERVICIOS MEDICOS CARAPONGO;-12.0065473;-76.87710674;
 EXPLANADA DE VACUNACIÓN  DEL ESTABLECIMIENTO DE SALUD SAGRADO CORAZÓN DE JESUS;-12.0072123;-76.9557701;
Explanada De Vacunacion  Del Establecimiento De Salud Sagrado Corazon De Jesus;-12.00721233;-76.95577008;
Consultorio odontológico estética HV;-12.0096967;-76.9053613;
CONSULTORIO ODONTOLOGICO CORODENT;-12.01395075;-76.90070708;
POLICLINICO SANTA FE;-12.0158935;-76.8989012;
POLICLINICO LOS ANDES LAB;-12.0172037;-76.9169314;
P.S VILLA JARDIN CUCUYA;-12.22151;-76.84284;
ODENTOSALUD SAC;-12.2249261;-76.9064264;
POLICLINICO VIDA & SALUD J.A.L.;-12.2307601;-76.9097583;
PUESTO DE SALUD MARTHA MILAGROS BAJA;-12.233266;-76.903259;
"CONSULTORIO DENTAL""SEÑOR DE LUREN""";-12.235111;-76.910694;
VILLA ALEJANDRO;-12.2361611;-76.9098255;
IE 6023 JULIO CÉSAR TELLO;-12.24729;-76.89738;
CLAS JULIO C TELLO;-12.251321;-76.8992625;
ODONTOHOUSE;-12.2526278;-76.884032;
Multident Lurin;-12.2526278;-76.884032;
ODONTOIMAGEN;-12.2526278;-76.884032;
CONSULTORIO OBSTETRICO SALUD DE LA MUJER Y FAMILIA;-12.2526278;-76.884032;
dental alvarez;-12.25345907;-76.92904628;
PUESTO DE SALUD BUENA VISTA;-12.2569375;-76.8746335;
POLICLINICO VIRGEN DE GUADALUPE;-12.2608455;-76.8838234;
Vida Salud;-12.2693949;-76.8761102;
POLIDEPORTIVO ICHIRO ARAKAKI;-12.2718242;-76.8709093;
CENTRO MATERNO INFANTIL LURIN;-12.2736699;-76.8695747;
CENTRO MEDICO SAN CARLOS;-12.2738659;-76.8697194;
CONSULTORIO MEDICO MEDICAL BIOLOGY;-12.27408701;-76.86714576;
SERVICIOS MÉDICOS CORAZÓN DE JESÚS;-12.27423;-76.8692991;
CARDIOSALUD LURIN;-12.27424716;-76.87197815;
SEÑOR DE LOS MILAGROS;-12.2743717;-76.8693886;
CONSULTORIO MELVI;-12.274412;-76.86939211;
VIRGEN DEL ROSARIO;-12.2744498;-76.8694247;
"CONSULTORIO MÉDICO ESPECIALIZADO ""LURIN""";-12.2744498;-76.8694247;
CONSULTORIO MEDICO SAN PABLO;-12.2744498;-76.8694247;
DENTAL STAR;-12.2746393;-76.8703716;
CENTRO MEDICO ANDRE ZAMIRIA;-12.2746998;-76.869672;
CONSULTORIO ODONTOSONRISAS;-12.27472033;-76.87043867;
CONSULTORIO ODONTOLÓGICO ANIDENT;-12.27492956;-76.87064408;
POLICLINICO SEÑOR DE LOS MILAGROS;-12.27502867;-76.8699531;
DENTAL ODONTOFAMILY;-12.27508352;-76.87033909;
"CONSULTORIO OBSTETRICO ""SAINT MARIE""";-12.27509716;-76.86995712;
CONSULTORIO MEDICO SAN JORGE;-12.27520739;-76.87036998;
Consultorio Dental Odontocrea;-12.2756321;-76.8353369;
CONSULTORIO MEDICO PEDIATRICO DR. MAX ARIAS RETES;-12.27566974;-76.87022048;
CENTRO DE ATENCION PRIMARIA II LURIN;-12.27568943;-76.87133336;
POLICLINICO EL PUEBLO;-12.2765738;-76.8687866;
IE JOSE FAUSTINO SÁNCHEZ CARRIÓN;-12.277363;-76.86764;
VILLA SALUD LURIN;-12.27789637;-76.8694408;
POLICLINICO LINEA DE VIDA;-12.28946327;-76.85265059;
GRUPO ARECORD INVERSIONES S.A.C;-12.292314;-76.854098;
MEPSO;-12.29370305;-76.85225464;
CERÁMICA SAN LORENZO - CONSULTORIO MÉDICO;-12.2947451;-76.8334742;
CENTRO DE SALUD NUEVO LURIN - KM. 40;-12.2954167;-76.8544312;
Unidad Médica Ocupacional VSI INDUSTRIAL;-12.2958709;-76.8303315;
Complejo Deportivo Jose Fuentes Chapeda -  ZONA A;-12.30014472;-76.84696331;
HOME TOTAL CARE;-12.08550059;-77.08036042;
FERTILITY & DNA S.A.C.;-12.08732078;-77.06870086;
HOSPITAL MILITAR;-12.0874204;-77.0627227;
DENTAL MANOS DE ANGEL;-12.0874456;-77.0719547;
ORMEÑO ODONTOLOGOS;-12.0875158;-77.0661294;
CLINICA VIRGEN DEL ROSARIO SRL;-12.087677;-77.072517;
PREVENSA OCUPACIONAL;-12.08814169;-77.06367574;
RED PEDIATRICA;-12.08859674;-77.06465474;
LABORATORIO DE REFERENCIA DE SALUD PUBLICA;-12.088689;-77.06792;
CENTRO DE SALUD MATERNO INFANTIL MAGDALENA;-12.0886944;-77.0686271;
SERVIBENDESA S.A.C;-12.0889793;-77.0597621;
OPRECE;-12.0891336;-77.0650709;
MEDICAL PLASTIC;-12.08961173;-77.06552914;
POLICLINICO GESSALUD E.I.R.L.;-12.0898387;-77.0658688;
M&DENT PERU;-12.08991669;-77.06626234;
SORIA'DENT;-12.08993564;-77.07154668;
CLINICA DR AUGUSTO CACERES CABELLO-PIEL Y MEDICINA ESTETICA;-12.0901843;-77.0698192;
CENTRO DE ORTODONCIA Y  REHABILITACION ORAL ANDAMAYO;-12.09019558;-77.07389408;
COLEGIO DE OBSTETRAS DEL PERÚ;-12.09029;-77.0696135;
POLICLINICO ALO CENTRO MEDICO;-12.0904161;-77.0700298;
NICE DENTAL SPA;-12.0904161;-77.0700298;
IPRESS PRO VIDA;-12.0904353;-77.069999;
Consultorio dental Dento +;-12.0904353;-77.069999;
MEDAVAN;-12.0904353;-77.069999;
GINECOLOGIA Y OTRAS ESPECIALIZADADES;-12.0904353;-77.069999;
CENTRO DE VACUNACION CANTELLA;-12.0904353;-77.069999;
BLUE SMILE;-12.0904618;-77.0765927;
Family med;-12.09076492;-77.07539422;
MEDICIS;-12.0910398;-77.06483579;
INAPAT “diagnóstico y consultoría en anatomía patológica”;-12.091368;-77.0739;
CENTRO ODONTOLOGICO ANDAMAYO E.I.R.L.;-12.09155839;-77.07262687;
Salud365;-12.09207147;-77.05511555;
IESPEDSAC;-12.09217018;-77.05843604;
LABORATORIO CLINICO ROE;-12.09220166;-77.05818392;
CONSULTORIO ODONTOLOGICO;-12.0923446;-77.058365;
CONSULTORIO MEDICO Y DE REHABILITACION SANUS VITA;-12.09237769;-77.05837778;
POLICLINICO ONKOS;-12.092528;-77.067926;
XECUENXIA;-12.092528;-77.067926;
SISTEMA METROPOLITANO DE LA SOLIDARIDAD / SISOL  MAGDALENA;-12.0925599;-77.0700289;
SEQUENCE REFERENCE LAB;-12.09274455;-77.05700106;
ORAL DENT SERVICIOS PROFESIONALES EN ODONTOLOGÍA;-12.09276554;-77.05649949;
CENTRO DE ESTETICA DENTAL ORBEGOSO;-12.0928742;-77.0700667;
CENTRO MEDICO ESPECIALIZADO LA UNION;-12.09292027;-77.06141061;
LABORATORIO CANTELLA - 10197;-12.0929719;-77.0605018;
BIO LINKS S.A.;-12.0931945;-77.0390382;
LABORATORIOS BIOLINKS;-12.0934951;-77.0605123;
QARAMEDIC -DERMATOLOGIA INTEGRAL;-12.0935729;-77.0662708;
COT DENT;-12.0941195;-77.0712353;
CIRE INTERVENCIONISTAS;-12.0946302;-77.0705301;
MEASISTE;-12.0952469;-77.0593246;
VIE BELLE;-12.0957685;-77.06194437;
ECOVISION MEDICAL;-12.0962097;-77.0581638;
SVS  SERVICIOS DE SALUD;-12.0963649;-77.058672;
9. Vacunacar 1  Costa Verde (Acudir Solo En Carro);-12.09642801;-77.0779981;
PROYECTOS CLÍNICOS;-12.0972247;-77.0598842;
Hospital Larco Herrera;-12.0981957;-77.0656462;
HOSPITAL VICTOR LARCO HERRERA;-12.098705;-77.065756;
RAPORL MEDICAL E.I.R.L;-12.0994441;-77.0650624;
CLINICA AVANSALUD;-12.10073084;-77.06196255;
DERMATOLOGIA CLINICA QUIRURGICA YESTETICA E.I.R.L.;-12.1017605;-77.059921;
CONSULTORIO UROLÓGICO;-12.1051604;-77.0563263;
AMBULANCIAS AKIMAR;-12.0041384;-76.9918475;
SALUDPOL;-12.0695399;-77.0543513;
INSTITUTO DE IMAGENES MEDICAS;-12.0707706;-77.0618555;
CLÍNICA NORVISION;-12.0709888;-77.0588865;
DENTAL MARCOS;-12.070991;-77.06685;
PRONTO IMAGENES E.I.R.L;-12.071172;-77.0595468;
ASOCIACION CIVIL NUESTRA SEÑORA DEL SAGRADO CORAZON - 10743;-12.0712163;-77.0587365;
LIMA DENT;-12.07128222;-77.06131137;
CLINICA STELLA MARIS;-12.07139763;-77.05928362;
HOSPITAL DE APOYO SANTA ROSA;-12.0716016;-77.0610651;
CONSULTORIO MEDICO COMERCIO PANDO;-12.0716139;-77.0770854;
